,rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,months,uniqsubs,actvsubs,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,hnd_price,phones,models,truck,rv,lor,adults,income,numbcars,forgntvl,eqpdays
change_rev,-0.06146934850985387,-0.0592603275925216,-0.03038008745954748,-0.042184985146293166,-0.055986098280507345,-0.042204782880424584,-0.04290369996888359,0.00567131829167349,-0.05139624995079733,0.6075651244307594,1.0,-0.045391581873752834,-0.008829940197580152,-0.035488142368381506,-0.015406145676090601,-0.053707201192164745,0.0031935045074025343,-0.07555037809863095,-0.012090326913496563,-0.07570262183897977,-0.007766365913101984,-0.0783634289585204,-0.011757340498800853,-0.024365274997807006,-0.04803290626777931,-0.050234247954824354,-0.061464985662048444,-0.03411177976535028,-0.07993755997959764,0.00011229861111327367,-0.09600339146188541,-0.05620902883713807,-0.05670542611571092,-0.04507832235754298,-0.047987518917645654,-0.088277482886769,-0.013282864631991251,-0.10565015434384212,-0.004451838240121807,-0.06151569546828885,-0.009351752669634282,-0.05966827007816857,0.002423319053919049,-0.052032922248576585,-0.07573309520198351,-0.07852079688145622,0.0032677026743415504,-0.09748884200758057,-0.007751444172392757,-0.005700295271772877,0.0017902177239062993,-0.05937676252940736,-0.07092730224838992,-0.0976980941110008,-0.09844826464145777,-0.07135056156176847,-0.05975057914668878,-0.15066154170114288,-0.08814093538354363,-0.07857956378355452,-0.14295488183034602,-0.11840425691985243,-0.2959871971279573,-0.1189186265498745,-0.09962323485316117,-0.23232306645533238,0.0029455410365332017,-0.022759594805474227,-0.022909985001012573,0.005355834081028661,0.009153656397803106,-0.001013104862900917,0.0053266290320027445,0.007273130809626527,0.0036042461282598643,0.014058147250972639,0.010385958176002352
drop_vce_Mean,0.45286596750277064,0.6054986798345651,0.3628286046231272,0.26163050634959123,0.3410149270127886,0.3301531116402428,0.3288390280414116,0.05297265966570256,0.09086785392282158,-0.0857060611046961,-0.045391581873752834,1.0,0.0716391774149755,0.20728034546098786,0.015301974942080347,0.5425542491371935,0.008929282868048864,0.6697114275934065,0.05442982267128996,0.5976068470957314,0.012671838925656159,0.6505951205645328,0.053209039611059834,0.2671665554412829,0.3056534679757506,0.29338852701031526,0.5337076043147435,0.27354589674091995,0.5468118175459477,0.03921948747029918,0.531623340958542,0.5829344552557062,0.5230269847850911,0.41407915681951046,0.3434775425563996,0.5904896502725648,0.04725216678058256,0.5343908605180069,0.03777121808699337,0.5985853975757008,0.05249173279224986,0.4968358057033737,0.03583497353079268,0.7410879584815167,0.6683270707300472,0.6487609588214001,0.0001562009781675555,0.42811432237722197,-0.014775281787095536,-0.008686923467263857,-0.04030522934280214,0.41671699491004316,0.43979058959961276,0.31970686938916804,0.31665061142537604,0.43962790664639395,0.4165096547830206,0.472055811388548,0.5724434251973841,0.573439435874384,0.6082380770391285,0.6181772276201902,0.4457888913620406,0.5955574455514279,0.6005455983984316,0.45740577624141565,0.14219126074776683,0.24562774147414798,0.24186077912398832,-0.07490354296140107,-0.03321300302866703,-0.03662557705655565,-0.005059091095531926,-0.05600553367151924,0.011440489643067157,-0.0246208549051994,-0.20937966908722963
drop_dat_Mean,0.06701454761892298,0.0778842681358593,0.06601247358987622,0.02588213076830215,0.041714612225818945,0.04390983028286698,0.02283414612287792,0.2996343960698884,0.00912589426738694,-0.009347736571208434,-0.008829940197580152,0.0716391774149755,1.0,0.038404543407805615,0.1492582182783623,0.05933123324586386,0.17983591941002253,0.06820366170896754,0.5430713148887798,0.04497588733630081,0.055501183608558005,0.0648503561016437,0.5124808053200149,0.025885475634809748,0.04066215849827723,0.040411834719831716,0.042167149984352094,0.023293219870740973,0.053743902245784375,0.45717808054809317,0.04320243319381274,0.06694296388614314,0.055329471295984374,0.03245059815319334,0.030466889269755715,0.044197418431029076,0.5057423590414686,0.043060417745148766,0.472081706536207,0.06272552551068379,0.46554619321989016,0.051346729599747586,0.4015511110391832,0.10101553981441502,0.09867760253703477,0.10054017237669166,-0.0015446641861439935,0.021919792969608227,-0.008209073926782549,-0.01045708746348053,-0.009954779532936144,0.04970436351965477,0.05670428084169094,0.04908820519072197,0.048551658232255386,0.05672251242244689,0.04966172634605845,0.07666102780137632,0.07479319797470824,0.06915814623829968,0.07783892344748669,0.07487704607663148,0.06622378898052277,0.07290066413230228,0.06937899562216761,0.068427449022165,0.0647694124363676,0.057298245902615653,0.04891769518462877,-0.013859601146368921,-0.005225032875563434,-0.007990432720673426,-0.003706703229606085,-0.004891090141104866,-0.0020181487839515287,0.002122900878554734,-0.04271791959209541
blck_vce_Mean,0.259315720388803,0.34091238908160787,0.19683739945277196,0.15064199730336403,0.20995107894165554,0.1942801605493781,0.19342913771640938,0.0322464945521936,0.06373813018377172,-0.060782579291288094,-0.035488142368381506,0.20728034546098786,0.038404543407805615,1.0,0.11576124661690024,0.27612749910573386,0.0671524857712947,0.42544389885399786,0.05270054077703832,0.233492095475332,0.0019993614384150355,0.38448855156184375,0.04332650911964776,0.20640825266306348,0.22067823505328793,0.208054854650014,0.1718835620379954,0.3017113976545088,0.3230640323600837,0.03438589750431572,0.2832901894252305,0.27161766951029803,0.21400141235808512,0.21846049136511894,0.1846740695301883,0.33375507662231935,0.034014874387593964,0.294378597062094,0.024160267684937287,0.3410391503699546,0.04627047329186007,0.2917520641054071,0.03597646188770845,0.8088412169754019,0.42559667355987774,0.3842449455925853,0.003955276176449257,0.31226443278985755,-0.05298716607142972,-0.01933105578858407,-0.027567080727673395,0.20647399803010177,0.21225057520739868,0.13292006072386614,0.13050499074362695,0.2125639391061483,0.20678969184773233,0.24669431850036122,0.3200070063854637,0.3230274917056474,0.34450435299721566,0.3539546330919051,0.25758342343173046,0.33554196149692245,0.3412936937536182,0.2539446450560286,0.040860254512290944,0.10949372244823814,0.10715019354969658,-0.006240826474416234,-0.00771437200759733,-0.016543252978911765,0.027673582449489014,-0.06546051823524665,0.016288166221095246,-0.0353790984338788,-0.12844931444093383
blck_dat_Mean,0.027095934663128905,0.03474639845997342,0.019408851514694226,0.008979416001744362,0.019608210170037055,0.02189285268049029,0.017393702030169125,0.06533388718694791,0.004874419628119524,-0.024998574614058258,-0.015406145676090601,0.015301974942080347,0.1492582182783623,0.11576124661690024,1.0,0.03259536582806606,0.17431299624511484,0.03644753856637491,0.2772813419098147,0.01417845801426309,0.007465713285224034,0.027783835181423352,0.21853364274205053,0.03361225732160035,0.04916139596316575,0.04954524645639563,0.009715919173660565,0.019769634040027538,0.024361669468672232,0.15771190924641193,0.02284800832906905,0.023596105611314068,0.0193019951829831,0.01661784448470789,0.014106447273310268,0.024188456882418292,0.19942528163106013,0.02793486429072727,0.1363766279210532,0.021862831877795398,0.21135792204378834,0.017589446864541412,0.15199731488962737,0.12673091079445875,0.051996047590778714,0.04300167674468051,-0.00030309845628748345,0.02227913010631683,-0.012038575773550724,-0.006765710052228591,-0.008657934586735864,0.01606783527238945,0.01889130435049304,0.014613355714252586,0.014473899490778689,0.018979590286304544,0.016155670025707634,0.04443042104643174,0.043244879609672014,0.04153368975000861,0.03780460533124183,0.036940530938535006,0.02973524426087807,0.04149802111466217,0.04042519062859348,0.0344385180263377,0.02729742885476179,0.0181499693813403,0.023620584400454708,-0.007309086425124901,-0.005626668582708264,0.0015377185165262393,0.0027403788045363897,-0.011682127713494528,-0.005844339167669449,-0.0034570310576887337,-0.02231882404124
unan_vce_Mean,0.466932278340047,0.6502180592608316,0.3586522062840131,0.28981305919302797,0.3711946297247893,0.360162930831039,0.358868550164826,0.05570472380284715,0.055911025969148466,-0.07382590895279464,-0.053707201192164745,0.5425542491371935,0.05933123324586386,0.27612749910573386,0.03259536582806606,1.0,0.04008744798520015,0.8597632059751373,0.07325868921386271,0.6303016221520508,0.014054818865745953,0.7750854737593509,0.07083836659430731,0.3554414004399645,0.4029728083862418,0.3842875936333359,0.5784793326036215,0.28197595501326594,0.6107401011860244,0.05423681527021988,0.5541240187116813,0.591601605809351,0.47660253799869323,0.4761759516174646,0.35900265010330973,0.6813522298481117,0.058755658488243864,0.5625423642496824,0.044369002985860405,0.7157014471785211,0.07316716498479969,0.5589527346636667,0.0535592246898076,0.5147513275936261,0.8581786549604732,0.7734271354490261,0.005799930172270258,0.5112332015643876,-0.02857451110991388,-0.02107731918550925,-0.04926182829803689,0.4592453826721445,0.45895097204606267,0.3122702133549537,0.30937457916838523,0.4590304925321396,0.45932072577686756,0.4799757204508255,0.6143110444024912,0.6565899839515938,0.6502415492264338,0.7051616315501343,0.461590742264955,0.6351354716458995,0.6864707833321667,0.46837216885796407,0.1291690259031441,0.2600418014473744,0.252948706837828,-0.019831546062120096,-0.014705052628337663,-0.03770181996492789,0.017036035197503165,-0.12635709032772066,0.015209135619877424,-0.047070906961048126,-0.232349181555539
unan_dat_Mean,0.03776474728238217,0.05276214057854344,0.036261893937015094,0.018988689926563055,0.02548175002703146,0.025873775682167515,0.017130783151707785,0.12510781573312163,0.007709923832561239,0.005692321832055648,0.0031935045074025343,0.008929282868048864,0.17983591941002253,0.0671524857712947,0.17431299624511484,0.04008744798520015,1.0,0.048456295779470825,0.4334260236918113,0.02137568021710216,0.0492040268400937,0.045675636291997765,0.38030062189876407,0.041855729772173285,0.04142978198862321,0.03632452555185657,0.014855401625431593,0.010352135200889913,0.035595599864575236,0.317983086824796,0.028419801135906406,0.037411939801268806,0.025958444881504273,0.028668627433361894,0.024806282018518852,0.03640209877365982,0.31880413497315807,0.030010752129688376,0.27457332778600313,0.04061559185858864,0.39015314189425465,0.03246461832726838,0.3066611218973416,0.0619050806342033,0.07281761642067337,0.07218132165965703,0.005848035972746015,0.027833888495775373,-0.006448633084966947,-0.004428816554420407,-0.005223392622059468,0.027550122217809832,0.02889923504818145,0.02225217623036393,0.021628490854977533,0.029006851319251986,0.02765436375068242,0.03859491711074786,0.04415437273557903,0.045687246780977186,0.05097575268785118,0.05434981953460809,0.03531586015732859,0.04693871416824368,0.050563760615440934,0.035864499012018373,0.029507878213181665,0.031870227288045394,0.0339846316133649,-0.0033353081741325286,-0.004359012005998115,-0.009103882868333135,0.0017227985228273283,-0.013996970793277864,-0.008695972769992516,-0.002619254475427441,-0.03490173830471551
plcd_vce_Mean,0.6206541004480575,0.8322087973333171,0.4940744811824373,0.39655772353275515,0.49289501906169186,0.4629466445575193,0.46153647109935936,0.06804817988326356,0.07549914422805863,-0.09181387538503652,-0.07555037809863095,0.6697114275934065,0.06820366170896754,0.42544389885399786,0.03644753856637491,0.8597632059751373,0.048456295779470825,1.0,0.08929379743583073,0.7546926658790271,0.02033777632175544,0.9866011643070862,0.08674890407950948,0.38299060558113934,0.43176035335807245,0.41288407450567266,0.6625223307672862,0.3378825708977493,0.7817365375151853,0.06622692653739133,0.7193819227632013,0.7909529744397638,0.6456169032853192,0.5854250621322246,0.46398215521938,0.8920324771969003,0.07534049697008996,0.7702622402300132,0.057600850845702344,0.858194857095391,0.08692178192668144,0.6745438296917207,0.06365738993747981,0.6926436389951205,0.998389698947232,0.9842483243573849,0.007563202164078441,0.6500676450767078,-0.005826281262222292,-0.014505407089035713,-0.04591267602359816,0.6009806072497852,0.6114081562542188,0.44141557991854674,0.4369169218424473,0.611363301352215,0.6009548787431551,0.6304282357473531,0.7768152917678992,0.818875384597896,0.8313929278707007,0.891059931453498,0.6136096084872775,0.8117973636835539,0.864609611628974,0.6235699698772342,0.16788031145373347,0.32381503675259254,0.31783999379659705,-0.031712007919231414,-0.011435363301391027,-0.05347751640249605,0.008906883876244802,-0.09428711373286726,0.01757409207810744,-0.045457315542886456,-0.2698602459001651
plcd_dat_Mean,0.08817112147348452,0.11083875371863193,0.08455402712562321,0.043083810322312746,0.05740215564099293,0.059528485688651184,0.036476727169459794,0.3284756960463114,0.010174674950360093,-0.011115744228952984,-0.012090326913496563,0.05442982267128996,0.5430713148887798,0.05270054077703832,0.2772813419098147,0.07325868921386271,0.4334260236918113,0.08929379743583073,1.0,0.055767909500066465,0.07496766861459561,0.08827423629808624,0.9960442883568685,0.04364387902569024,0.0732330007812666,0.07468137848210638,0.04716882474306928,0.0222636434059273,0.07643137162563043,0.6202020830311473,0.06521084681777178,0.09667079869052199,0.07452220234891573,0.053130753853560794,0.052558335926146796,0.06387940513617411,0.9229855119208458,0.06584925099694675,0.610984014345579,0.08256788846230093,0.9522458156565992,0.07136133652503325,0.5597205799220248,0.09263003640494659,0.1456508979744048,0.15796497408022558,0.004965063220967468,0.041984133476006165,-0.01117492139142129,-0.0059068166815189095,-0.009571986649449232,0.06268010206621198,0.07127831664088331,0.05900636406164753,0.05790596741821315,0.07132131844110445,0.06272604121941627,0.09855602982406687,0.1042244812689871,0.10090540620345367,0.11040375560903849,0.11412246685383733,0.08727850325674252,0.1047512683339515,0.10593195811421185,0.09069587618820238,0.06842346078302361,0.05790124739792432,0.05506693551592317,-0.011842451953759936,-0.0067046085903455545,-0.005787786328281911,0.002336559976773302,-0.0012827699473933235,-0.005487375802913981,0.005393978571595178,-0.04651846143735233
recv_vce_Mean,0.5131415195845842,0.6984016621897324,0.4074554238004716,0.2757580520499929,0.41363699338907217,0.38275081476601247,0.3816438953939322,0.05546497367509887,0.047627876552594935,-0.10429022678549796,-0.07570262183897977,0.5976068470957314,0.04497588733630081,0.233492095475332,0.01417845801426309,0.6303016221520508,0.02137568021710216,0.7546926658790271,0.055767909500066465,1.0,0.013416574409082886,0.757785692651255,0.05513108968174103,0.22879169428358748,0.26938691430993583,0.25887149661146236,0.9634840457835464,0.26296635811060287,0.503105243203676,0.039925359148995344,0.7758579017498459,0.6595324062614403,0.520093319653008,0.690299797750376,0.47274656110682584,0.7919329131610702,0.04568154820050309,0.6174292360607596,0.03596623643203302,0.8234651876866548,0.05697978682816932,0.545857506433129,0.037744575482556,0.5176413751871186,0.7528154828039122,0.7551652233756816,0.0026245280038389228,0.7038488654816354,0.024313408589082725,0.004462118451538746,-0.020856214373345797,0.620226803813145,0.5582468571986638,0.3914768775872676,0.38853939317871783,0.5583890633955285,0.6203234588201674,0.5192825955590995,0.659588871125703,0.7887689309190524,0.7021200837819861,0.8445494141160659,0.5108245241233859,0.6896716199170458,0.8261745557351119,0.5209814723905679,0.17330455261389313,0.3301433651294896,0.326300616707085,-0.027575094756606078,-0.008944870495336509,-0.029157902029473624,0.03086851348291734,-0.10201243797951896,0.028549379552704833,-0.03539715919246853,-0.23614158745509056
recv_sms_Mean,0.027292303150397088,0.027134103850479537,0.031927144321899074,0.011438708285993573,0.012933305549978794,0.017495703620940575,0.014689091114357525,0.01718218775427451,0.003728671166711613,-0.006864588871422432,-0.007766365913101984,0.012671838925656159,0.055501183608558005,0.0019993614384150355,0.007465713285224034,0.014054818865745953,0.0492040268400937,0.02033777632175544,0.07496766861459561,0.013416574409082886,1.0,0.021827445585387104,0.07373998290908325,0.00868874911671258,0.016896387461060657,0.01796430911017953,0.007094940329932312,0.003948755562908233,0.023087585012168326,0.05281561555708245,0.026170832126833816,0.027104456653948474,0.025901121227470385,0.025070037404278624,0.02793902144122987,0.01908843498732888,0.07338393336800043,0.025452639881206576,0.054753811024556016,0.018498335800316165,0.06650139711023846,0.02091523893572183,0.046279133828763336,0.010685604097846375,0.024471378605990305,0.026855275883747073,-0.0005025078728307487,0.011730100256123333,-0.007818538650791126,-0.005979815353284148,-0.006663559211679356,0.01501525634809885,0.01584936522629335,0.017184295532176555,0.016395492518942956,0.015850063699124044,0.015004606214182467,0.02815832682895922,0.024657685568118832,0.023578618668667808,0.027592981489852588,0.02860964231496135,0.028032030882795708,0.024622090928051274,0.02469799543691439,0.026707783609227848,0.021006841423909964,0.02540403038407832,0.020326255503254616,-0.010959112051452414,-0.005235856717980008,-0.004306505279514998,-0.006017057763707741,-0.00643444021942077,0.0013175418149188587,-0.0032726076169952685,-0.016343078238650922
comp_vce_Mean,0.6325630912036284,0.841439247527382,0.5083082612101877,0.40848839054896047,0.5029965602631622,0.46844598422212674,0.4671138636169729,0.06751631060036303,0.07263213599212086,-0.08963970636478232,-0.0783634289585204,0.6505951205645328,0.0648503561016437,0.38448855156184375,0.027783835181423352,0.7750854737593509,0.045675636291997765,0.9866011643070862,0.08827423629808624,0.757785692651255,0.021827445585387104,1.0,0.08649978619080075,0.3644224438900094,0.4110220295258993,0.3935853778083088,0.6596122839915151,0.3204696872929433,0.7888560522416624,0.06589315217854819,0.7333713634194076,0.811800992013166,0.662537075612154,0.5911392236864451,0.4722933950519212,0.9126657926879547,0.07617511883238111,0.7938629404026613,0.058476064725914864,0.8566841911824518,0.08584116889395846,0.6701578642086738,0.06274341592290113,0.6529807982120174,0.9850225131493372,0.9975142580401746,0.007842308457184555,0.6566304872234038,0.0064632005579314785,-0.010273260409453042,-0.040806213731104504,0.6162775617484723,0.6278027260992601,0.46053114727163147,0.45583125742602043,0.6277043947813182,0.6162061435523181,0.6414532165005348,0.7827010888353368,0.8259254981017854,0.8399871209687231,0.9015754828497546,0.6254688167256901,0.8201576197803804,0.8743371495793373,0.6362926712577173,0.1724357682086951,0.32718655848632056,0.3219067198075189,-0.03130187477059211,-0.008057861259266956,-0.05581468901426866,0.004948753482752129,-0.07759571941156397,0.016926744837386536,-0.04152030196892254,-0.2642920663580014
comp_dat_Mean,0.0868266518695043,0.1090664247717357,0.0835695359236381,0.042955581963571424,0.05644191864957337,0.05844595899553264,0.035684251274278364,0.324268843393024,0.009644043014915315,-0.010288392611633343,-0.011757340498800853,0.053209039611059834,0.5124808053200149,0.04332650911964776,0.21853364274205053,0.07083836659430731,0.38030062189876407,0.08674890407950948,0.9960442883568685,0.05513108968174103,0.07373998290908325,0.08649978619080075,1.0,0.04067285320483767,0.07059925007923623,0.07244820778330534,0.046778411005519244,0.020823203349377213,0.0752331312720192,0.6100543063160105,0.06430927597008229,0.09610230636958507,0.07402961117475551,0.052293979882389,0.052164020572377394,0.06226971301793911,0.9275320405033275,0.06459624873768778,0.6035373179216724,0.08118879251787461,0.9553309129161254,0.07054114889336968,0.5492644977248837,0.08265636726208127,0.14289774768789976,0.15648557870497173,0.005005771909830016,0.040629799990747645,-0.010407162466354444,-0.005135981757866352,-0.008897815538263193,0.06177471611259245,0.07035588099928652,0.058310135060583954,0.05721074063606384,0.0703888912274378,0.06181385111983933,0.09636733052863312,0.10220619695128927,0.09893502378328203,0.10853723975787884,0.11246868594468007,0.08591038985203216,0.10278144666927995,0.10403422379263154,0.0891356965087743,0.06641937427371503,0.055952577037872195,0.05286279253399151,-0.01133397186797254,-0.006293690209576801,-0.005317814834475977,0.0023855550153211716,0.000419055078193138,-0.004860156472252742,0.006010452112832574,-0.044067092619780646
custcare_Mean,0.1627110542086882,0.32661490423217826,0.13293529293561757,0.08294765321778572,0.1132760206144516,0.12669850120066306,0.1250359236782454,0.036567966244219985,0.008458625567201434,-0.023324382257647984,-0.024365274997807006,0.2671665554412829,0.025885475634809748,0.20640825266306348,0.03361225732160035,0.3554414004399645,0.041855729772173285,0.38299060558113934,0.04364387902569024,0.22879169428358748,0.00868874911671258,0.3644224438900094,0.04067285320483767,1.0,0.8207058577668087,0.7261746652708694,0.19754187371376555,0.19115210806518224,0.36070103434265305,0.03528717618757478,0.26312524742028115,0.2751055327661468,0.24515440039471453,0.18829432685294265,0.18177126625140524,0.24855021221050647,0.02839317371548903,0.22636573230705806,0.019430950861020584,0.3683054182366664,0.04623466560622493,0.3851393948398955,0.0396487289034373,0.30188697115738894,0.38291182653783407,0.36416379103426266,0.0027756795920927378,0.18733678875570675,-0.059285826470228224,-0.06014301405406956,-0.07783950488520226,0.13878573281624298,0.17212040257510292,0.0604501452346735,0.05787960653915923,0.17183090910941373,0.13853758803123323,0.17554550559975798,0.3100641777976516,0.2691251661678896,0.32473388917964074,0.2800802114187079,0.16264730627803703,0.3208351407914708,0.2794169023377494,0.17041978451907572,0.04754622401816784,0.11135304396491723,0.10556842131862619,-0.024480687454841336,-0.017332074374933656,-0.029439245172500773,0.0003682805018228506,-0.11070698076506397,-0.002026690702791016,-0.01972771665957755,-0.13565952335230883
ccrndmou_Mean,0.2501256380000583,0.39223838224220137,0.19063235549371832,0.14659358862787505,0.17753439724126868,0.19080712474416556,0.18865368561164159,0.049957993597413,0.027302802242207998,-0.027141035869389096,-0.04803290626777931,0.3056534679757506,0.04066215849827723,0.22067823505328793,0.04916139596316575,0.4029728083862418,0.04142978198862321,0.43176035335807245,0.0732330007812666,0.26938691430993583,0.016896387461060657,0.4110220295258993,0.07059925007923623,0.8207058577668087,1.0,0.987460591623975,0.22727554407679468,0.21482870957559108,0.4288196563981657,0.07223800290766061,0.324267932985499,0.30974382213674506,0.28714994875459227,0.21691295073969233,0.2208634309660025,0.30557700522105613,0.055063466193929364,0.3091557050168847,0.04418410445391451,0.3944229933984169,0.07568388957669965,0.42772654183590986,0.07892405662363286,0.33553198764793374,0.4330402594525235,0.4124791345269458,0.010895006030037636,0.22671752797774566,-0.05403300157404012,-0.05791504972814543,-0.08311364126499926,0.1769204026898507,0.22130469057152352,0.11729402596472567,0.11459696035859394,0.22127814735088813,0.17687519543631425,0.2534067555773714,0.3678682073759309,0.31502100956996165,0.3902060707990913,0.33067535792764463,0.25274810368114453,0.38245338413642727,0.3279326704050701,0.256286730561626,0.0650611363016832,0.1628000248590913,0.1513599641802787,-0.030605645288327113,-0.025300759921722267,-0.03636855348795777,-0.004083834152112357,-0.1265928818463977,-0.0018222722857998265,-0.026193686025434967,-0.16625118420602322
cc_mou_Mean,0.25294934874042907,0.3824188279102801,0.1927776144025089,0.15103345500646284,0.17893641065717772,0.19076600214238718,0.1887484781517495,0.04801245044299834,0.029931245986566737,-0.024250586678287965,-0.050234247954824354,0.29338852701031526,0.040411834719831716,0.208054854650014,0.04954524645639563,0.3842875936333359,0.03632452555185657,0.41288407450567266,0.07468137848210638,0.25887149661146236,0.01796430911017953,0.3935853778083088,0.07244820778330534,0.7261746652708694,0.987460591623975,1.0,0.2167355812631375,0.20484468467310235,0.41960615407086066,0.07668877544922137,0.3172132431686038,0.2968924540476524,0.27823690030396003,0.2076916869209226,0.21573923384674823,0.2968969269983342,0.057485966364007886,0.30910877741386167,0.04721831125014399,0.37319809689545286,0.0768907793179833,0.41212647618634113,0.08362798730608695,0.31962546531482494,0.4143728691137977,0.3953232823908437,0.01257408204186492,0.21970155474697367,-0.04710116188287845,-0.0523956799189724,-0.07796528652555865,0.1741544873282626,0.21963514661624764,0.12401970305277141,0.12144963482665783,0.21965365317239138,0.17413785860421171,0.25277319914671104,0.3559891046681691,0.3017399540754169,0.3801651104078913,0.3183880871999695,0.25600085179781257,0.3716863546906231,0.31514328972391786,0.2581803493331958,0.06492326634426919,0.16574512091861884,0.15359016680091087,-0.030038083345370545,-0.025562439719238828,-0.0352903870238223,-0.005513931082958222,-0.12052291483125442,-0.001918126911365154,-0.02540271354975928,-0.16238484135290204
inonemin_Mean,0.4075586238251505,0.5706859057936217,0.32373676650490063,0.22657462556776609,0.3237068393464925,0.3013455934676323,0.29989183367898103,0.05189652757706279,0.031051953818021293,-0.0910598460605417,-0.061464985662048444,0.5337076043147435,0.042167149984352094,0.1718835620379954,0.009715919173660565,0.5784793326036215,0.014855401625431593,0.6625223307672862,0.04716882474306928,0.9634840457835464,0.007094940329932312,0.6596122839915151,0.046778411005519244,0.19754187371376555,0.22727554407679468,0.2167355812631375,1.0,0.24240203812795932,0.39530755573891707,0.03252974504295452,0.6148346348816587,0.569565342402771,0.4267182749082858,0.6206946331069201,0.3666356685935775,0.6840014230993977,0.03796083004299619,0.4738541185274914,0.03078974987320534,0.7575682859874626,0.048979478330792525,0.44353056735066454,0.029996770039453318,0.4373310820044116,0.6607725620786196,0.6572457011834398,0.0006938411200250836,0.6194181718287467,0.01900473156888555,0.0046523667079032445,-0.017117188283683683,0.5577839882883624,0.4673019850434808,0.3179911113850038,0.3156374693549308,0.46734112488332485,0.5578043768782749,0.4200896624663853,0.5497735832010222,0.709538143652138,0.5748820420195682,0.7513422267785109,0.4062795881938508,0.567366755296463,0.7368636169032057,0.4169703035436878,0.14769486625218622,0.2897469185716433,0.28873617686910924,-0.037316726516944884,-0.017619265167576992,-0.01656531094030424,0.027946118084976098,-0.09519284164462372,0.0253089791751331,-0.028318125391831532,-0.20074587509087868
threeway_Mean,0.20902304110216868,0.2880270230843519,0.1542983870092142,0.12884476434039382,0.17102759307741933,0.16284726805520586,0.16155796731867028,0.03522461110092564,0.02427668962508583,-0.06272463710977909,-0.03411177976535028,0.27354589674091995,0.023293219870740973,0.3017113976545088,0.019769634040027538,0.28197595501326594,0.010352135200889913,0.3378825708977493,0.0222636434059273,0.26296635811060287,0.003948755562908233,0.3204696872929433,0.020823203349377213,0.19115210806518224,0.21482870957559108,0.20484468467310235,0.24240203812795932,1.0,0.28398169669489864,0.02474883560941766,0.2415737322146337,0.23589643294396756,0.20313237075489135,0.17801503680708972,0.13780363948116406,0.27272352479360007,0.012353299449408458,0.24243197328747862,0.013084774472424687,0.3046655063954203,0.02539676067971947,0.2666047720943592,0.028084290901178807,0.369942297089181,0.33688812500498366,0.31918523216949174,-0.0012528948608439595,0.25926167920206916,-0.03726117683534845,-0.01775565440265276,-0.021787884524925496,0.1658095654117443,0.17464647241623366,0.1085884499953841,0.10740035744286087,0.17508126322766826,0.16618298325927564,0.19745645501252274,0.2614131569738152,0.26157515368707096,0.29146890520433205,0.2864238854680816,0.2077175715287935,0.2757500915090408,0.2690556489311819,0.20120663482450696,0.058318973396059716,0.10521090153464718,0.09735142773411841,-0.047188503247234656,-0.02078979981437905,-0.01426180449305381,-0.005574728714494019,-0.04815892527409354,0.002727078566099464,-0.006899102653698692,-0.09796287510901876
