,TREND
2557374,18.365706612372556
2557375,18.36582202144256
2557376,18.365937430512567
2557377,18.366052839582572
2557378,18.366168248652578
2557379,18.366283657722583
2557380,18.36639906679259
2557381,18.366514475862598
2557382,18.366629884932603
2557383,18.36674529400261
2557384,18.366860703072614
2557385,18.36697611214262
2557386,18.367091521212625
2557387,18.36720693028263
2557388,18.367322339352636
2557389,18.367437748422642
2557390,18.367553157492647
2557391,18.367668566562653
2557392,18.367783975632662
2557393,18.367899384702667
2557394,18.368014793772673
2557395,18.36813020284268
2557396,18.368245611912684
2557397,18.36836102098269
2557398,18.368476430052695
2557399,18.3685918391227
2557400,18.368707248192706
2557401,18.36882265726271
2557402,18.368938066332717
2557403,18.369053475402723
2557404,18.36916888447273
2557405,18.369284293542737
2557406,18.369399702612743
2557407,18.369515111682748
2557408,18.369630520752754
2557409,18.36974592982276
2557410,18.369861338892765
2557411,18.36997674796277
2557412,18.370092157032776
2557413,18.37020756610278
2557414,18.370322975172787
2557415,18.370438384242796
2557416,18.3705537933128
2557417,18.370669202382807
2557418,18.370784611452812
2557419,18.370900020522818
2557420,18.371015429592823
2557421,18.37113083866283
2557422,18.371246247732834
2557423,18.37136165680284
2557424,18.371477065872845
2557425,18.37159247494285
2557426,18.37170788401286
2557427,18.371823293082866
2557428,18.37193870215287
2557429,18.372054111222877
2557430,18.372169520292882
2557431,18.372284929362888
2557432,18.372400338432893
2557433,18.3725157475029
2557434,18.372631156572904
2557435,18.37274656564291
2557436,18.372861974712915
2557437,18.372977383782924
2557438,18.37309279285293
2557439,18.373208201922935
2557440,18.37332361099294
2557441,18.373439020062946
2557442,18.373554429132952
2557443,18.373669838202957
2557444,18.373785247272963
2557445,18.37390065634297
2557446,18.374016065412974
2557447,18.37413147448298
2557448,18.374246883552985
2557449,18.374362292622994
2557450,18.374477701693
2557451,18.374593110763005
2557452,18.37470851983301
2557453,18.374823928903016
2557454,18.37493933797302
2557455,18.375054747043027
2557456,18.375170156113033
2557457,18.375285565183038
2557458,18.375400974253044
2557459,18.37551638332305
2557460,18.375631792393058
2557461,18.375747201463064
2557462,18.37586261053307
2557463,18.375978019603075
2557464,18.37609342867308
2557465,18.376208837743086
2557466,18.37632424681309
2557467,18.376439655883097
2557468,18.376555064953102
2557469,18.376670474023108
2557470,18.376785883093113
2557471,18.376901292163122
2557472,18.377016701233128
2557473,18.377132110303133
2557474,18.37724751937314
2557475,18.377362928443144
2557476,18.37747833751315
2557477,18.377593746583155
2557478,18.37770915565316
2557479,18.377824564723166
2557480,18.377939973793172
2557481,18.378055382863177
2557482,18.378170791933186
2557483,18.378286201003192
2557484,18.378401610073198
2557485,18.378517019143203
2557486,18.37863242821321
2557487,18.378747837283214
2557488,18.37886324635322
2557489,18.378978655423225
2557490,18.37909406449323
2557491,18.379209473563236
2557492,18.37932488263324
2557493,18.379440291703247
2557494,18.379555700773256
2557495,18.37967110984326
2557496,18.379786518913267
2557497,18.379901927983273
2557498,18.38001733705328
2557499,18.380132746123284
2557500,18.38024815519329
2557501,18.380363564263295
2557502,18.3804789733333
2557503,18.380594382403306
2557504,18.38070979147331
2557505,18.38082520054332
2557506,18.380940609613326
2557507,18.38105601868333
2557508,18.381171427753337
2557509,18.381286836823342
2557510,18.381402245893348
2557511,18.381517654963353
2557512,18.38163306403336
2557513,18.381748473103364
2557514,18.38186388217337
2557515,18.381979291243375
2557516,18.382094700313385
2557517,18.38221010938339
2557518,18.382325518453396
2557519,18.3824409275234
2557520,18.382556336593407
2557521,18.382671745663412
2557522,18.382787154733418
2557523,18.382902563803423
2557524,18.38301797287343
2557525,18.383133381943434
2557526,18.38324879101344
2557527,18.38336420008345
2557528,18.383479609153454
2557529,18.38359501822346
2557530,18.383710427293465
2557531,18.38382583636347
2557532,18.383941245433476
2557533,18.384056654503482
2557534,18.384172063573487
2557535,18.384287472643493
2557536,18.3844028817135
2557537,18.384518290783504
2557538,18.38463369985351
2557539,18.38474910892352
2557540,18.384864517993524
2557541,18.38497992706353
2557542,18.385095336133535
2557543,18.38521074520354
2557544,18.385326154273546
2557545,18.38544156334355
2557546,18.385556972413557
2557547,18.385672381483563
2557548,18.385787790553568
2557549,18.385903199623574
2557550,18.386018608693583
2557551,18.386134017763588
2557552,18.386249426833594
2557553,18.3863648359036
2557554,18.386480244973605
2557555,18.38659565404361
2557556,18.386711063113616
2557557,18.38682647218362
2557558,18.386941881253627
2557559,18.387057290323632
2557560,18.387172699393638
2557561,18.387288108463647
2557562,18.387403517533652
2557563,18.387518926603658
2557564,18.387634335673663
2557565,18.38774974474367
2557566,18.387865153813674
2557567,18.38798056288368
2557568,18.388095971953685
2557569,18.38821138102369
2557570,18.388326790093696
2557571,18.388442199163702
2557572,18.38855760823371
2557573,18.388673017303717
2557574,18.388788426373722
2557575,18.388903835443728
2557576,18.389019244513733
2557577,18.38913465358374
2557578,18.389250062653744
2557579,18.38936547172375
2557580,18.389480880793755
2557581,18.38959628986376
2557582,18.389711698933766
2557583,18.38982710800377
2557584,18.38994251707378
2557585,18.390057926143786
2557586,18.39017333521379
2557587,18.390288744283797
2557588,18.390404153353803
2557589,18.39051956242381
2557590,18.390634971493814
2557591,18.39075038056382
2557592,18.390865789633825
2557593,18.39098119870383
2557594,18.391096607773836
2557595,18.391212016843845
2557596,18.39132742591385
2557597,18.391442834983856
2557598,18.39155824405386
2557599,18.391673653123867
2557600,18.391789062193872
2557601,18.391904471263878
2557602,18.392019880333883
2557603,18.39213528940389
2557604,18.392250698473894
2557605,18.3923661075439
2557606,18.39248151661391
2557607,18.392596925683915
2557608,18.39271233475392
2557609,18.392827743823926
2557610,18.39294315289393
2557611,18.393058561963937
2557612,18.393173971033942
2557613,18.393289380103948
2557614,18.393404789173953
2557615,18.39352019824396
2557616,18.393635607313964
2557617,18.393751016383973
2557618,18.39386642545398
2557619,18.393981834523984
2557620,18.39409724359399
2557621,18.394212652663995
2557622,18.394328061734
2557623,18.394443470804006
2557624,18.394558879874012
2557625,18.394674288944017
2557626,18.394789698014023
2557627,18.39490510708403
2557628,18.395020516154034
2557629,18.395135925224043
2557630,18.39525133429405
2557631,18.395366743364054
2557632,18.39548215243406
2557633,18.395597561504065
2557634,18.39571297057407
2557635,18.395828379644076
2557636,18.39594378871408
2557637,18.396059197784087
2557638,18.396174606854093
2557639,18.396290015924098
2557640,18.396405424994107
2557641,18.396520834064113
2557642,18.396636243134118
2557643,18.396751652204124
2557644,18.39686706127413
2557645,18.396982470344135
2557646,18.39709787941414
2557647,18.397213288484146
2557648,18.39732869755415
2557649,18.397444106624157
2557650,18.397559515694162
2557651,18.39767492476417
2557652,18.397790333834177
2557653,18.397905742904182
2557654,18.398021151974188
2557655,18.398136561044193
2557656,18.3982519701142
2557657,18.398367379184204
2557658,18.39848278825421
2557659,18.398598197324215
2557660,18.39871360639422
2557661,18.398829015464226
2557662,18.398944424534236
2557663,18.39905983360424
2557664,18.399175242674247
2557665,18.399290651744252
2557666,18.399406060814258
2557667,18.399521469884263
2557668,18.39963687895427
2557669,18.399752288024274
2557670,18.39986769709428
2557671,18.399983106164285
2557672,18.40009851523429
2557673,18.4002139243043
2557674,18.400329333374305
2557675,18.40044474244431
2557676,18.400560151514316
2557677,18.40067556058432
2557678,18.400790969654327
2557679,18.400906378724333
2557680,18.40102178779434
2557681,18.401137196864344
2557682,18.40125260593435
2557683,18.401368015004355
2557684,18.40148342407436
2557685,18.40159883314437
2557686,18.401714242214375
2557687,18.40182965128438
2557688,18.401945060354386
2557689,18.40206046942439
2557690,18.402175878494397
2557691,18.402291287564402
2557692,18.402406696634408
2557693,18.402522105704413
2557694,18.40263751477442
2557695,18.402752923844425
2557696,18.402868332914434
2557697,18.40298374198444
2557698,18.403099151054445
2557699,18.40321456012445
2557700,18.403329969194456
2557701,18.40344537826446
2557702,18.403560787334467
2557703,18.403676196404472
2557704,18.403791605474478
2557705,18.403907014544483
2557706,18.40402242361449
2557707,18.404137832684498
2557708,18.404253241754503
2557709,18.40436865082451
2557710,18.404484059894514
2557711,18.40459946896452
2557712,18.404714878034525
2557713,18.40483028710453
2557714,18.404945696174536
2557715,18.405061105244542
2557716,18.405176514314547
2557717,18.405291923384553
2557718,18.405407332454562
2557719,18.405522741524567
2557720,18.405638150594573
2557721,18.40575355966458
2557722,18.405868968734584
2557723,18.40598437780459
2557724,18.406099786874595
2557725,18.4062151959446
2557726,18.406330605014606
2557727,18.40644601408461
2557728,18.406561423154617
2557729,18.406676832224623
2557730,18.40679224129463
2557731,18.406907650364637
2557732,18.407023059434643
2557733,18.407138468504648
2557734,18.407253877574654
2557735,18.40736928664466
2557736,18.407484695714665
2557737,18.40760010478467
2557738,18.407715513854676
2557739,18.40783092292468
2557740,18.407946331994687
2557741,18.408061741064696
2557742,18.4081771501347
2557743,18.408292559204707
2557744,18.408407968274712
2557745,18.408523377344718
2557746,18.408638786414723
2557747,18.40875419548473
2557748,18.408869604554734
2557749,18.40898501362474
2557750,18.409100422694745
2557751,18.40921583176475
2557752,18.40933124083476
2557753,18.409446649904766
2557754,18.40956205897477
2557755,18.409677468044777
2557756,18.409792877114782
2557757,18.409908286184788
2557758,18.410023695254793
2557759,18.4101391043248
2557760,18.410254513394804
2557761,18.41036992246481
2557762,18.410485331534815
2557763,18.410600740604824
2557764,18.41071614967483
2557765,18.410831558744835
2557766,18.41094696781484
2557767,18.411062376884846
2557768,18.41117778595485
2557769,18.411293195024857
2557770,18.411408604094863
2557771,18.41152401316487
2557772,18.411639422234874
2557773,18.41175483130488
2557774,18.411870240374885
2557775,18.411985649444894
2557776,18.4121010585149
2557777,18.412216467584905
2557778,18.41233187665491
2557779,18.412447285724916
2557780,18.41256269479492
2557781,18.412678103864927
2557782,18.412793512934932
2557783,18.412908922004938
2557784,18.413024331074944
2557785,18.41313974014495
2557786,18.413255149214958
2557787,18.413370558284964
2557788,18.41348596735497
2557789,18.413601376424975
2557790,18.41371678549498
2557791,18.413832194564986
2557792,18.41394760363499
2557793,18.414063012704997
2557794,18.414178421775002
2557795,18.414293830845008
2557796,18.414409239915013
2557797,18.414524648985022
2557798,18.414640058055028
2557799,18.414755467125033
2557800,18.41487087619504
2557801,18.414986285265044
2557802,18.41510169433505
2557803,18.415217103405055
2557804,18.41533251247506
2557805,18.415447921545066
2557806,18.415563330615072
2557807,18.415678739685077
2557808,18.415794148755086
2557809,18.415909557825092
2557810,18.416024966895097
2557811,18.416140375965103
2557812,18.41625578503511
2557813,18.416371194105114
2557814,18.41648660317512
2557815,18.416602012245125
2557816,18.41671742131513
2557817,18.416832830385136
2557818,18.41694823945514
2557819,18.417063648525147
2557820,18.417179057595156
2557821,18.41729446666516
2557822,18.417409875735167
2557823,18.417525284805173
2557824,18.417640693875178
2557825,18.417756102945184
2557826,18.41787151201519
2557827,18.417986921085195
2557828,18.4181023301552
2557829,18.418217739225206
2557830,18.41833314829521
2557831,18.41844855736522
2557832,18.418563966435226
2557833,18.41867937550523
2557834,18.418794784575237
2557835,18.418910193645242
2557836,18.419025602715248
2557837,18.419141011785253
2557838,18.41925642085526
2557839,18.419371829925264
2557840,18.41948723899527
2557841,18.419602648065275
2557842,18.419718057135285
2557843,18.41983346620529
2557844,18.419948875275296
2557845,18.4200642843453
2557846,18.420179693415307
2557847,18.420295102485312
2557848,18.420410511555318
2557849,18.420525920625323
2557850,18.42064132969533
2557851,18.420756738765334
2557852,18.42087214783534
2557853,18.42098755690535
2557854,18.421102965975354
2557855,18.42121837504536
2557856,18.421333784115365
2557857,18.42144919318537
2557858,18.421564602255376
2557859,18.421680011325382
2557860,18.421795420395387
2557861,18.421910829465393
2557862,18.4220262385354
2557863,18.422141647605404
2557864,18.42225705667541
2557865,18.42237246574542
2557866,18.422487874815424
2557867,18.42260328388543
2557868,18.422718692955435
2557869,18.42283410202544
2557870,18.422949511095446
2557871,18.42306492016545
2557872,18.423180329235457
2557873,18.423295738305463
2557874,18.423411147375468
2557875,18.423526556445474
2557876,18.423641965515483
2557877,18.423757374585488
2557878,18.423872783655494
2557879,18.4239881927255
2557880,18.424103601795505
2557881,18.42421901086551
2557882,18.424334419935516
2557883,18.42444982900552
2557884,18.424565238075527
2557885,18.424680647145532
2557886,18.424796056215538
2557887,18.424911465285547
2557888,18.425026874355552
2557889,18.425142283425558
2557890,18.425257692495563
2557891,18.42537310156557
2557892,18.425488510635574
2557893,18.42560391970558
2557894,18.425719328775585
2557895,18.42583473784559
2557896,18.425950146915596
2557897,18.426065555985602
2557898,18.42618096505561
2557899,18.426296374125616
2557900,18.426411783195622
2557901,18.426527192265628
2557902,18.426642601335633
2557903,18.42675801040564
2557904,18.426873419475644
2557905,18.42698882854565
2557906,18.427104237615655
2557907,18.42721964668566
2557908,18.427335055755666
2557909,18.42745046482567
2557910,18.42756587389568
2557911,18.427681282965686
2557912,18.42779669203569
2557913,18.427912101105697
2557914,18.428027510175703
2557915,18.42814291924571
2557916,18.428258328315714
2557917,18.42837373738572
2557918,18.428489146455725
2557919,18.42860455552573
2557920,18.428719964595736
2557921,18.428835373665745
2557922,18.42895078273575
2557923,18.429066191805756
2557924,18.42918160087576
2557925,18.429297009945767
2557926,18.429412419015772
2557927,18.429527828085778
2557928,18.429643237155783
2557929,18.42975864622579
2557930,18.429874055295794
2557931,18.4299894643658
2557932,18.43010487343581
2557933,18.430220282505815
2557934,18.43033569157582
2557935,18.430451100645826
2557936,18.43056650971583
2557937,18.430681918785837
2557938,18.430797327855842
2557939,18.430912736925848
2557940,18.431028145995853
2557941,18.43114355506586
2557942,18.431258964135864
2557943,18.431374373205873
2557944,18.43148978227588
2557945,18.431605191345884
2557946,18.43172060041589
2557947,18.431836009485895
2557948,18.4319514185559
2557949,18.432066827625906
2557950,18.432182236695912
2557951,18.432297645765917
2557952,18.432413054835923
2557953,18.43252846390593
2557954,18.432643872975934
2557955,18.432759282045943
2557956,18.43287469111595
2557957,18.432990100185954
2557958,18.43310550925596
2557959,18.433220918325965
2557960,18.43333632739597
2557961,18.433451736465976
2557962,18.43356714553598
2557963,18.433682554605987
2557964,18.433797963675993
2557965,18.433913372745998
2557966,18.434028781816007
2557967,18.434144190886013
2557968,18.434259599956018
2557969,18.434375009026024
2557970,18.43449041809603
2557971,18.434605827166035
2557972,18.43472123623604
2557973,18.434836645306046
2557974,18.43495205437605
2557975,18.435067463446057
2557976,18.435182872516062
2557977,18.43529828158607
2557978,18.435413690656077
2557979,18.435529099726082
2557980,18.435644508796088
2557981,18.435759917866093
2557982,18.4358753269361
2557983,18.435990736006104
2557984,18.43610614507611
2557985,18.436221554146115
2557986,18.43633696321612
2557987,18.436452372286126
2557988,18.436567781356135
2557989,18.43668319042614
2557990,18.436798599496147
2557991,18.436914008566152
2557992,18.437029417636158
2557993,18.437144826706163
2557994,18.43726023577617
2557995,18.437375644846174
2557996,18.43749105391618
2557997,18.437606462986185
2557998,18.43772187205619
2557999,18.437837281126196
2558000,18.437952690196205
2558001,18.43806809926621
2558002,18.438183508336216
2558003,18.43829891740622
2558004,18.438414326476227
2558005,18.438529735546233
2558006,18.43864514461624
2558007,18.438760553686244
2558008,18.43887596275625
2558009,18.438991371826255
2558010,18.43910678089626
2558011,18.43922218996627
2558012,18.439337599036275
2558013,18.43945300810628
2558014,18.439568417176286
2558015,18.43968382624629
2558016,18.439799235316297
2558017,18.439914644386302
2558018,18.440030053456308
2558019,18.440145462526313
2558020,18.44026087159632
2558021,18.440376280666325
2558022,18.440491689736334
2558023,18.44060709880634
2558024,18.440722507876345
2558025,18.44083791694635
2558026,18.440953326016356
2558027,18.44106873508636
2558028,18.441184144156367
2558029,18.441299553226372
2558030,18.441414962296378
2558031,18.441530371366383
2558032,18.44164578043639
2558033,18.441761189506398
2558034,18.441876598576403
2558035,18.44199200764641
2558036,18.442107416716414
2558037,18.44222282578642
2558038,18.442338234856425
2558039,18.44245364392643
2558040,18.442569052996436
2558041,18.442684462066442
2558042,18.442799871136447
2558043,18.442915280206453
2558044,18.44303068927646
2558045,18.443146098346467
2558046,18.443261507416473
2558047,18.44337691648648
2558048,18.443492325556484
2558049,18.44360773462649
2558050,18.443723143696495
2558051,18.4438385527665
2558052,18.443953961836506
2558053,18.44406937090651
2558054,18.444184779976517
2558055,18.444300189046523
2558056,18.44441559811653
2558057,18.444531007186537
2558058,18.444646416256543
2558059,18.444761825326548
2558060,18.444877234396554
2558061,18.44499264346656
2558062,18.445108052536565
2558063,18.44522346160657
2558064,18.445338870676576
2558065,18.44545427974658
2558066,18.445569688816587
2558067,18.445685097886596
2558068,18.4458005069566
2558069,18.445915916026607
2558070,18.446031325096612
2558071,18.446146734166618
2558072,18.446262143236623
2558073,18.44637755230663
2558074,18.446492961376634
2558075,18.44660837044664
2558076,18.446723779516645
2558077,18.44683918858665
2558078,18.44695459765666
2558079,18.447070006726666
2558080,18.44718541579667
2558081,18.447300824866677
2558082,18.447416233936682
2558083,18.447531643006688
2558084,18.447647052076693
2558085,18.4477624611467
2558086,18.447877870216704
2558087,18.44799327928671
2558088,18.448108688356715
2558089,18.448224097426724
2558090,18.44833950649673
2558091,18.448454915566735
2558092,18.44857032463674
2558093,18.448685733706746
2558094,18.44880114277675
2558095,18.448916551846757
2558096,18.449031960916763
2558097,18.44914736998677
2558098,18.449262779056774
2558099,18.44937818812678
2558100,18.449493597196785
2558101,18.449609006266794
2558102,18.4497244153368
2558103,18.449839824406805
2558104,18.44995523347681
2558105,18.450070642546816
2558106,18.45018605161682
2558107,18.450301460686827
2558108,18.450416869756832
2558109,18.450532278826838
2558110,18.450647687896844
2558111,18.45076309696685
2558112,18.450878506036858
2558113,18.450993915106864
2558114,18.45110932417687
2558115,18.451224733246875
2558116,18.45134014231688
2558117,18.451455551386886
2558118,18.45157096045689
2558119,18.451686369526897
2558120,18.451801778596902
2558121,18.451917187666908
2558122,18.452032596736913
2558123,18.452148005806922
2558124,18.452263414876928
2558125,18.452378823946933
2558126,18.45249423301694
2558127,18.452609642086944
2558128,18.45272505115695
2558129,18.452840460226955
2558130,18.45295586929696
2558131,18.453071278366966
2558132,18.453186687436972
2558133,18.453302096506977
2558134,18.453417505576986
2558135,18.453532914646992
2558136,18.453648323716997
2558137,18.453763732787003
2558138,18.45387914185701
2558139,18.453994550927014
2558140,18.45410995999702
2558141,18.454225369067025
2558142,18.45434077813703
2558143,18.454456187207036
2558144,18.45457159627704
2558145,18.454687005347047
2558146,18.454802414417056
2558147,18.45491782348706
2558148,18.455033232557067
2558149,18.455148641627073
2558150,18.455264050697078
2558151,18.455379459767084
2558152,18.45549486883709
2558153,18.455610277907095
2558154,18.4557256869771
2558155,18.455841096047106
2558156,18.45595650511711
2558157,18.45607191418712
2558158,18.456187323257126
2558159,18.45630273232713
2558160,18.456418141397137
2558161,18.456533550467142
2558162,18.456648959537148
2558163,18.456764368607153
2558164,18.45687977767716
2558165,18.456995186747164
2558166,18.45711059581717
2558167,18.457226004887175
2558168,18.457341413957185
2558169,18.45745682302719
2558170,18.457572232097196
2558171,18.4576876411672
2558172,18.457803050237207
2558173,18.457918459307212
2558174,18.458033868377218
2558175,18.458149277447223
2558176,18.45826468651723
2558177,18.458380095587234
2558178,18.45849550465724
2558179,18.45861091372725
2558180,18.458726322797254
2558181,18.45884173186726
2558182,18.458957140937265
2558183,18.45907255000727
2558184,18.459187959077276
2558185,18.459303368147282
2558186,18.459418777217287
2558187,18.459534186287293
2558188,18.4596495953573
2558189,18.459765004427304
2558190,18.45988041349731
2558191,18.45999582256732
2558192,18.460111231637324
2558193,18.46022664070733
2558194,18.460342049777335
2558195,18.46045745884734
2558196,18.460572867917346
2558197,18.46068827698735
2558198,18.460803686057357
2558199,18.460919095127363
2558200,18.461034504197368
2558201,18.461149913267374
2558202,18.461265322337383
2558203,18.461380731407388
2558204,18.461496140477394
2558205,18.4616115495474
2558206,18.461726958617405
2558207,18.46184236768741
2558208,18.461957776757416
2558209,18.46207318582742
2558210,18.462188594897427
2558211,18.462304003967432
2558212,18.462419413037438
2558213,18.462534822107447
2558214,18.462650231177452
2558215,18.462765640247458
2558216,18.462881049317463
2558217,18.46299645838747
2558218,18.463111867457474
2558219,18.46322727652748
2558220,18.463342685597485
2558221,18.46345809466749
2558222,18.463573503737496
2558223,18.463688912807502
2558224,18.46380432187751
2558225,18.463919730947516
2558226,18.464035140017522
2558227,18.464150549087528
2558228,18.464265958157533
2558229,18.46438136722754
2558230,18.464496776297544
2558231,18.46461218536755
2558232,18.464727594437555
2558233,18.46484300350756
2558234,18.464958412577566
2558235,18.46507382164757
2558236,18.46518923071758
2558237,18.465304639787586
2558238,18.46542004885759
2558239,18.465535457927597
2558240,18.465650866997603
2558241,18.46576627606761
2558242,18.465881685137614
2558243,18.46599709420762
2558244,18.466112503277625
2558245,18.46622791234763
2558246,18.466343321417636
2558247,18.466458730487645
2558248,18.46657413955765
2558249,18.466689548627656
2558250,18.46680495769766
2558251,18.466920366767667
2558252,18.467035775837672
2558253,18.467151184907678
2558254,18.467266593977683
2558255,18.46738200304769
2558256,18.467497412117694
2558257,18.4676128211877
2558258,18.46772823025771
2558259,18.467843639327715
2558260,18.46795904839772
2558261,18.468074457467726
2558262,18.46818986653773
2558263,18.468305275607737
2558264,18.468420684677742
