,date,count,Index,WeekDayIndex,WeekDayAvg,Remaining1
48,2007-03-27,-6.49615638040852,48,6,0.377689773437632,-6.87384615384615
49,2007-03-28,-6.49615638040852,49,0,1.41782211421513,-7.91397849462366
50,2007-03-29,-6.49615638040852,50,1,0.863290624199773,-7.35944700460829
51,2007-03-30,-6.49615638040852,51,2,1.8955486887159,-8.39170506912442
52,2007-03-31,-6.49615638040852,52,3,1.18076669651456,-7.67692307692308
53,2007-04-01,-6.49615638040852,53,4,-6.16384868810083,-0.332307692307692
54,2007-04-02,-6.49615638040852,54,5,0.422305158053017,-6.91846153846154
55,2007-04-03,-6.49615638040852,55,6,0.377689773437632,-6.87384615384615
56,2007-04-04,-5.49615638040852,56,0,1.41782211421513,-6.91397849462366
57,2007-04-05,-6.49615638040852,57,1,0.863290624199773,-7.35944700460829
58,2007-04-06,-6.49615638040852,58,2,1.8955486887159,-8.39170506912442
59,2007-04-07,-6.49615638040852,59,3,1.18076669651456,-7.67692307692308
60,2007-04-08,-6.49615638040852,60,4,-6.16384868810083,-0.332307692307692
61,2007-04-09,-6.49615638040852,61,5,0.422305158053017,-6.91846153846154
62,2007-04-10,-6.49615638040852,62,6,0.377689773437632,-6.87384615384615
63,2007-04-11,-6.49615638040852,63,0,1.41782211421513,-7.91397849462366
64,2007-04-12,-6.49615638040852,64,1,0.863290624199773,-7.35944700460829
65,2007-04-13,-6.49615638040852,65,2,1.8955486887159,-8.39170506912442
66,2007-04-14,-6.49615638040852,66,3,1.18076669651456,-7.67692307692308
67,2007-04-15,-6.49615638040852,67,4,-6.16384868810083,-0.332307692307692
68,2007-04-16,-6.49615638040852,68,5,0.422305158053017,-6.91846153846154
69,2007-04-17,-6.49615638040852,69,6,0.377689773437632,-6.87384615384615
70,2007-04-18,-6.49615638040852,70,0,1.41782211421513,-7.91397849462366
71,2007-04-19,-6.49615638040852,71,1,0.863290624199773,-7.35944700460829
72,2007-04-20,-6.49615638040852,72,2,1.8955486887159,-8.39170506912442
73,2007-04-21,-6.49615638040852,73,3,1.18076669651456,-7.67692307692308
74,2007-04-22,-6.49615638040852,74,4,-6.16384868810083,-0.332307692307692
75,2007-04-23,-6.49615638040852,75,5,0.422305158053017,-6.91846153846154
76,2007-04-24,-5.49615638040852,76,6,0.377689773437632,-5.87384615384615
77,2007-04-25,-6.49615638040852,77,0,1.41782211421513,-7.91397849462366
78,2007-04-26,-6.49615638040852,78,1,0.863290624199773,-7.35944700460829
79,2007-04-27,-6.49615638040852,79,2,1.8955486887159,-8.39170506912442
80,2007-04-28,-6.49615638040852,80,3,1.18076669651456,-7.67692307692308
81,2007-04-29,-6.49615638040852,81,4,-6.16384868810083,-0.332307692307692
82,2007-04-30,-5.49615638040852,82,5,0.422305158053017,-5.91846153846154
83,2007-05-01,-6.49615638040852,83,6,0.377689773437632,-6.87384615384615
84,2007-05-02,-6.49615638040852,84,0,1.41782211421513,-7.91397849462366
85,2007-05-03,-6.49615638040852,85,1,0.863290624199773,-7.35944700460829
86,2007-05-04,-6.49615638040852,86,2,1.8955486887159,-8.39170506912442
87,2007-05-05,-6.49615638040852,87,3,1.18076669651456,-7.67692307692308
88,2007-05-06,-6.49615638040852,88,4,-6.16384868810083,-0.332307692307692
89,2007-05-07,-6.49615638040852,89,5,0.422305158053017,-6.91846153846154
90,2007-05-08,-6.49615638040852,90,6,0.377689773437632,-6.87384615384615
91,2007-05-09,-6.49615638040852,91,0,1.41782211421513,-7.91397849462366
92,2007-05-10,-6.49615638040852,92,1,0.863290624199773,-7.35944700460829
93,2007-05-11,-6.49615638040852,93,2,1.8955486887159,-8.39170506912442
94,2007-05-12,-6.49615638040852,94,3,1.18076669651456,-7.67692307692308
95,2007-05-13,-6.49615638040852,95,4,-6.16384868810083,-0.332307692307692
96,2007-05-14,-6.49615638040852,96,5,0.422305158053017,-6.91846153846154
97,2007-05-15,-6.49615638040852,97,6,0.377689773437632,-6.87384615384615
98,2007-05-16,-6.49615638040852,98,0,1.41782211421513,-7.91397849462366
99,2007-05-17,-6.49615638040852,99,1,0.863290624199773,-7.35944700460829
100,2007-05-18,-6.49615638040852,100,2,1.8955486887159,-8.39170506912442
101,2007-05-19,-6.49615638040852,101,3,1.18076669651456,-7.67692307692308
102,2007-05-20,-6.49615638040852,102,4,-6.16384868810083,-0.332307692307692
103,2007-05-21,-6.49615638040852,103,5,0.422305158053017,-6.91846153846154
104,2007-05-22,-6.49615638040852,104,6,0.377689773437632,-6.87384615384615
105,2007-05-23,-6.49615638040852,105,0,1.41782211421513,-7.91397849462366
106,2007-05-24,-5.49615638040852,106,1,0.863290624199773,-6.35944700460829
107,2007-05-25,-5.49615638040852,107,2,1.8955486887159,-7.39170506912442
108,2007-05-26,-6.49615638040852,108,3,1.18076669651456,-7.67692307692308
109,2007-05-27,-6.49615638040852,109,4,-6.16384868810083,-0.332307692307692
110,2007-05-28,-6.49615638040852,110,5,0.422305158053017,-6.91846153846154
111,2007-05-29,-6.49615638040852,111,6,0.377689773437632,-6.87384615384615
112,2007-05-30,-6.49615638040852,112,0,1.41782211421513,-7.91397849462366
113,2007-05-31,-6.49615638040852,113,1,0.863290624199773,-7.35944700460829
114,2007-06-01,-6.49615638040852,114,2,1.8955486887159,-8.39170506912442
115,2007-06-02,-6.49615638040852,115,3,1.18076669651456,-7.67692307692308
116,2007-06-03,-6.49615638040852,116,4,-6.16384868810083,-0.332307692307692
117,2007-06-04,-6.49615638040852,117,5,0.422305158053017,-6.91846153846154
118,2007-06-05,-6.49615638040852,118,6,0.377689773437632,-6.87384615384615
119,2007-06-06,-6.49615638040852,119,0,1.41782211421513,-7.91397849462366
120,2007-06-07,-6.49615638040852,120,1,0.863290624199773,-7.35944700460829
121,2007-06-08,-6.49615638040852,121,2,1.8955486887159,-8.39170506912442
122,2007-06-09,-6.49615638040852,122,3,1.18076669651456,-7.67692307692308
123,2007-06-10,-6.49615638040852,123,4,-6.16384868810083,-0.332307692307692
124,2007-06-11,-6.49615638040852,124,5,0.422305158053017,-6.91846153846154
125,2007-06-12,-6.49615638040852,125,6,0.377689773437632,-6.87384615384615
126,2007-06-13,-6.49615638040852,126,0,1.41782211421513,-7.91397849462366
127,2007-06-14,-6.49615638040852,127,1,0.863290624199773,-7.35944700460829
128,2007-06-15,-6.49615638040852,128,2,1.8955486887159,-8.39170506912442
129,2007-06-16,-6.49615638040852,129,3,1.18076669651456,-7.67692307692308
130,2007-06-17,-6.49615638040852,130,4,-6.16384868810083,-0.332307692307692
131,2007-06-18,-6.49615638040852,131,5,0.422305158053017,-6.91846153846154
132,2007-06-19,-6.49615638040852,132,6,0.377689773437632,-6.87384615384615
133,2007-06-20,-6.49615638040852,133,0,1.41782211421513,-7.91397849462366
134,2007-06-21,-6.49615638040852,134,1,0.863290624199773,-7.35944700460829
135,2007-06-22,-6.49615638040852,135,2,1.8955486887159,-8.39170506912442
136,2007-06-23,-6.49615638040852,136,3,1.18076669651456,-7.67692307692308
137,2007-06-24,-6.49615638040852,137,4,-6.16384868810083,-0.332307692307692
138,2007-06-25,-6.49615638040852,138,5,0.422305158053017,-6.91846153846154
139,2007-06-26,-5.49615638040852,139,6,0.377689773437632,-5.87384615384615
140,2007-06-27,-3.49615638040852,140,0,1.41782211421513,-4.91397849462366
141,2007-06-28,-5.49615638040852,141,1,0.863290624199773,-6.35944700460829
142,2007-06-29,-6.49615638040852,142,2,1.8955486887159,-8.39170506912442
143,2007-06-30,-5.49615638040852,143,3,1.18076669651456,-6.67692307692308
144,2007-07-01,-6.49615638040852,144,4,-6.16384868810083,-0.332307692307692
145,2007-07-02,-5.49615638040852,145,5,0.422305158053017,-5.91846153846154
146,2007-07-03,-5.49615638040852,146,6,0.377689773437632,-5.87384615384615
147,2007-07-04,-6.49615638040852,147,0,1.41782211421513,-7.91397849462366
148,2007-07-05,-5.49615638040852,148,1,0.863290624199773,-6.35944700460829
149,2007-07-06,-5.49615638040852,149,2,1.8955486887159,-7.39170506912442
150,2007-07-07,-5.49615638040852,150,3,1.18076669651456,-6.67692307692308
151,2007-07-08,-5.49615638040852,151,4,-6.16384868810083,0.667692307692308
152,2007-07-09,-6.49615638040852,152,5,0.422305158053017,-6.91846153846154
153,2007-07-10,-6.49615638040852,153,6,0.377689773437632,-6.87384615384615
154,2007-07-11,-6.49615638040852,154,0,1.41782211421513,-7.91397849462366
155,2007-07-12,-5.49615638040852,155,1,0.863290624199773,-6.35944700460829
156,2007-07-13,-5.49615638040852,156,2,1.8955486887159,-7.39170506912442
157,2007-07-14,-6.49615638040852,157,3,1.18076669651456,-7.67692307692308
158,2007-07-15,-6.49615638040852,158,4,-6.16384868810083,-0.332307692307692
159,2007-07-16,-6.49615638040852,159,5,0.422305158053017,-6.91846153846154
160,2007-07-17,-6.49615638040852,160,6,0.377689773437632,-6.87384615384615
161,2007-07-18,-4.49615638040852,161,0,1.41782211421513,-5.91397849462366
162,2007-07-19,-5.49615638040852,162,1,0.863290624199773,-6.35944700460829
163,2007-07-20,-3.49615638040852,163,2,1.8955486887159,-5.39170506912442
164,2007-07-21,-5.49615638040852,164,3,1.18076669651456,-6.67692307692308
165,2007-07-22,-6.49615638040852,165,4,-6.16384868810083,-0.332307692307692
166,2007-07-23,-6.49615638040852,166,5,0.422305158053017,-6.91846153846154
167,2007-07-24,-6.49615638040852,167,6,0.377689773437632,-6.87384615384615
168,2007-07-25,-6.49615638040852,168,0,1.41782211421513,-7.91397849462366
169,2007-07-26,-6.49615638040852,169,1,0.863290624199773,-7.35944700460829
170,2007-07-27,-6.49615638040852,170,2,1.8955486887159,-8.39170506912442
171,2007-07-28,-6.49615638040852,171,3,1.18076669651456,-7.67692307692308
172,2007-07-29,-6.49615638040852,172,4,-6.16384868810083,-0.332307692307692
173,2007-07-30,-4.49615638040852,173,5,0.422305158053017,-4.91846153846154
174,2007-07-31,-4.49615638040852,174,6,0.377689773437632,-4.87384615384615
175,2007-08-01,-6.49615638040852,175,0,1.41782211421513,-7.91397849462366
176,2007-08-02,-6.49615638040852,176,1,0.863290624199773,-7.35944700460829
177,2007-08-03,-4.49615638040852,177,2,1.8955486887159,-6.39170506912442
178,2007-08-04,-6.49615638040852,178,3,1.18076669651456,-7.67692307692308
179,2007-08-05,-6.49615638040852,179,4,-6.16384868810083,-0.332307692307692
180,2007-08-06,-6.49615638040852,180,5,0.422305158053017,-6.91846153846154
181,2007-08-07,-4.49615638040852,181,6,0.377689773437632,-4.87384615384615
182,2007-08-08,-6.49615638040852,182,0,1.41782211421513,-7.91397849462366
183,2007-08-09,-5.49615638040852,183,1,0.863290624199773,-6.35944700460829
184,2007-08-10,-4.49615638040852,184,2,1.8955486887159,-6.39170506912442
185,2007-08-11,-4.49615638040852,185,3,1.18076669651456,-5.67692307692308
186,2007-08-12,-6.49615638040852,186,4,-6.16384868810083,-0.332307692307692
187,2007-08-13,-6.49615638040852,187,5,0.422305158053017,-6.91846153846154
188,2007-08-14,-5.49615638040852,188,6,0.377689773437632,-5.87384615384615
189,2007-08-15,-6.49615638040852,189,0,1.41782211421513,-7.91397849462366
190,2007-08-16,-5.49615638040852,190,1,0.863290624199773,-6.35944700460829
191,2007-08-17,-6.49615638040852,191,2,1.8955486887159,-8.39170506912442
192,2007-08-18,-6.49615638040852,192,3,1.18076669651456,-7.67692307692308
193,2007-08-19,-6.49615638040852,193,4,-6.16384868810083,-0.332307692307692
194,2007-08-20,-6.49615638040852,194,5,0.422305158053017,-6.91846153846154
195,2007-08-21,-3.49615638040852,195,6,0.377689773437632,-3.87384615384615
196,2007-08-22,-6.49615638040852,196,0,1.41782211421513,-7.91397849462366
197,2007-08-23,-5.49615638040852,197,1,0.863290624199773,-6.35944700460829
198,2007-08-24,-5.49615638040852,198,2,1.8955486887159,-7.39170506912442
199,2007-08-25,-6.49615638040852,199,3,1.18076669651456,-7.67692307692308
200,2007-08-26,-6.49615638040852,200,4,-6.16384868810083,-0.332307692307692
201,2007-08-27,-6.49615638040852,201,5,0.422305158053017,-6.91846153846154
202,2007-08-28,-4.49615638040852,202,6,0.377689773437632,-4.87384615384615
203,2007-08-29,-5.49615638040852,203,0,1.41782211421513,-6.91397849462366
204,2007-08-30,-4.49615638040852,204,1,0.863290624199773,-5.35944700460829
205,2007-08-31,-4.49615638040852,205,2,1.8955486887159,-6.39170506912442
206,2007-09-01,-6.49615638040852,206,3,1.18076669651456,-7.67692307692308
207,2007-09-02,-6.49615638040852,207,4,-6.16384868810083,-0.332307692307692
208,2007-09-03,-5.49615638040852,208,5,0.422305158053017,-5.91846153846154
209,2007-09-04,-5.49615638040852,209,6,0.377689773437632,-5.87384615384615
210,2007-09-05,-5.49615638040852,210,0,1.41782211421513,-6.91397849462366
211,2007-09-06,-5.49615638040852,211,1,0.863290624199773,-6.35944700460829
212,2007-09-07,-5.49615638040852,212,2,1.8955486887159,-7.39170506912442
213,2007-09-08,-6.49615638040852,213,3,1.18076669651456,-7.67692307692308
214,2007-09-09,-6.49615638040852,214,4,-6.16384868810083,-0.332307692307692
215,2007-09-10,-6.49615638040852,215,5,0.422305158053017,-6.91846153846154
216,2007-09-11,-5.49615638040852,216,6,0.377689773437632,-5.87384615384615
217,2007-09-12,-6.49615638040852,217,0,1.41782211421513,-7.91397849462366
218,2007-09-13,-6.49615638040852,218,1,0.863290624199773,-7.35944700460829
219,2007-09-14,-6.49615638040852,219,2,1.8955486887159,-8.39170506912442
220,2007-09-15,-5.49615638040852,220,3,1.18076669651456,-6.67692307692308
221,2007-09-16,-6.49615638040852,221,4,-6.16384868810083,-0.332307692307692
222,2007-09-17,-6.49615638040852,222,5,0.422305158053017,-6.91846153846154
223,2007-09-18,-5.49615638040852,223,6,0.377689773437632,-5.87384615384615
224,2007-09-19,-6.49615638040852,224,0,1.41782211421513,-7.91397849462366
225,2007-09-20,-3.49615638040852,225,1,0.863290624199773,-4.35944700460829
226,2007-09-21,-5.49615638040852,226,2,1.8955486887159,-7.39170506912442
227,2007-09-22,-3.49615638040852,227,3,1.18076669651456,-4.67692307692308
228,2007-09-23,-6.49615638040852,228,4,-6.16384868810083,-0.332307692307692
229,2007-09-24,-4.49615638040852,229,5,0.422305158053017,-4.91846153846154
230,2007-09-25,-6.49615638040852,230,6,0.377689773437632,-6.87384615384615
231,2007-09-26,-6.49615638040852,231,0,1.41782211421513,-7.91397849462366
232,2007-09-27,-4.49615638040852,232,1,0.863290624199773,-5.35944700460829
233,2007-09-28,-5.49615638040852,233,2,1.8955486887159,-7.39170506912442
234,2007-09-29,-6.49615638040852,234,3,1.18076669651456,-7.67692307692308
235,2007-09-30,-6.49615638040852,235,4,-6.16384868810083,-0.332307692307692
236,2007-10-01,-6.49615638040852,236,5,0.422305158053017,-6.91846153846154
237,2007-10-02,-4.49615638040852,237,6,0.377689773437632,-4.87384615384615
238,2007-10-03,-6.49615638040852,238,0,1.41782211421513,-7.91397849462366
239,2007-10-04,-6.49615638040852,239,1,0.863290624199773,-7.35944700460829
240,2007-10-05,-6.49615638040852,240,2,1.8955486887159,-8.39170506912442
241,2007-10-06,-6.49615638040852,241,3,1.18076669651456,-7.67692307692308
242,2007-10-07,-6.49615638040852,242,4,-6.16384868810083,-0.332307692307692
243,2007-10-08,-6.49615638040852,243,5,0.422305158053017,-6.91846153846154
244,2007-10-09,-5.49615638040852,244,6,0.377689773437632,-5.87384615384615
245,2007-10-10,-5.49615638040852,245,0,1.41782211421513,-6.91397849462366
246,2007-10-11,-6.49615638040852,246,1,0.863290624199773,-7.35944700460829
247,2007-10-12,-3.49615638040852,247,2,1.8955486887159,-5.39170506912442
248,2007-10-13,-6.49615638040852,248,3,1.18076669651456,-7.67692307692308
249,2007-10-14,-6.49615638040852,249,4,-6.16384868810083,-0.332307692307692
250,2007-10-15,-5.49615638040852,250,5,0.422305158053017,-5.91846153846154
251,2007-10-16,-4.49615638040852,251,6,0.377689773437632,-4.87384615384615
252,2007-10-17,-5.49615638040852,252,0,1.41782211421513,-6.91397849462366
253,2007-10-18,-6.49615638040852,253,1,0.863290624199773,-7.35944700460829
254,2007-10-19,-4.49615638040852,254,2,1.8955486887159,-6.39170506912442
255,2007-10-20,-6.49615638040852,255,3,1.18076669651456,-7.67692307692308
256,2007-10-21,-6.49615638040852,256,4,-6.16384868810083,-0.332307692307692
257,2007-10-22,-6.49615638040852,257,5,0.422305158053017,-6.91846153846154
258,2007-10-23,-6.49615638040852,258,6,0.377689773437632,-6.87384615384615
259,2007-10-24,-4.49615638040852,259,0,1.41782211421513,-5.91397849462366
260,2007-10-25,-2.49615638040852,260,1,0.863290624199773,-3.35944700460829
261,2007-10-26,-5.49615638040852,261,2,1.8955486887159,-7.39170506912442
262,2007-10-27,-6.49615638040852,262,3,1.18076669651456,-7.67692307692308
263,2007-10-28,-6.49615638040852,263,4,-6.16384868810083,-0.332307692307692
264,2007-10-29,-6.49615638040852,264,5,0.422305158053017,-6.91846153846154
265,2007-10-30,-6.49615638040852,265,6,0.377689773437632,-6.87384615384615
266,2007-10-31,-6.49615638040852,266,0,1.41782211421513,-7.91397849462366
267,2007-11-01,-6.49615638040852,267,1,0.863290624199773,-7.35944700460829
268,2007-11-02,-4.49615638040852,268,2,1.8955486887159,-6.39170506912442
269,2007-11-03,-6.49615638040852,269,3,1.18076669651456,-7.67692307692308
270,2007-11-04,-6.49615638040852,270,4,-6.16384868810083,-0.332307692307692
271,2007-11-05,-4.49615638040852,271,5,0.422305158053017,-4.91846153846154
272,2007-11-06,-6.49615638040852,272,6,0.377689773437632,-6.87384615384615
273,2007-11-07,-5.49615638040852,273,0,1.41782211421513,-6.91397849462366
274,2007-11-08,-3.49615638040852,274,1,0.863290624199773,-4.35944700460829
275,2007-11-09,-6.49615638040852,275,2,1.8955486887159,-8.39170506912442
276,2007-11-10,-6.49615638040852,276,3,1.18076669651456,-7.67692307692308
277,2007-11-11,-6.49615638040852,277,4,-6.16384868810083,-0.332307692307692
278,2007-11-12,-4.49615638040852,278,5,0.422305158053017,-4.91846153846154
279,2007-11-13,-6.49615638040852,279,6,0.377689773437632,-6.87384615384615
280,2007-11-14,-6.49615638040852,280,0,1.41782211421513,-7.91397849462366
281,2007-11-15,-6.49615638040852,281,1,0.863290624199773,-7.35944700460829
282,2007-11-16,-4.49615638040852,282,2,1.8955486887159,-6.39170506912442
283,2007-11-17,-2.49615638040852,283,3,1.18076669651456,-3.67692307692308
284,2007-11-18,-6.49615638040852,284,4,-6.16384868810083,-0.332307692307692
285,2007-11-19,-6.49615638040852,285,5,0.422305158053017,-6.91846153846154
286,2007-11-20,-5.49615638040852,286,6,0.377689773437632,-5.87384615384615
287,2007-11-21,-6.49615638040852,287,0,1.41782211421513,-7.91397849462366
288,2007-11-22,-5.49615638040852,288,1,0.863290624199773,-6.35944700460829
289,2007-11-23,-5.49615638040852,289,2,1.8955486887159,-7.39170506912442
290,2007-11-24,-4.49615638040852,290,3,1.18076669651456,-5.67692307692308
291,2007-11-25,-6.49615638040852,291,4,-6.16384868810083,-0.332307692307692
292,2007-11-26,-6.49615638040852,292,5,0.422305158053017,-6.91846153846154
293,2007-11-27,-5.49615638040852,293,6,0.377689773437632,-5.87384615384615
294,2007-11-28,-6.49615638040852,294,0,1.41782211421513,-7.91397849462366
295,2007-11-29,-4.49615638040852,295,1,0.863290624199773,-5.35944700460829
296,2007-11-30,-4.49615638040852,296,2,1.8955486887159,-6.39170506912442
297,2007-12-01,-5.49615638040852,297,3,1.18076669651456,-6.67692307692308
298,2007-12-02,-6.49615638040852,298,4,-6.16384868810083,-0.332307692307692
299,2007-12-03,-4.49615638040852,299,5,0.422305158053017,-4.91846153846154
300,2007-12-04,-5.49615638040852,300,6,0.377689773437632,-5.87384615384615
301,2007-12-05,-5.49615638040852,301,0,1.41782211421513,-6.91397849462366
302,2007-12-06,-5.49615638040852,302,1,0.863290624199773,-6.35944700460829
303,2007-12-07,-5.49615638040852,303,2,1.8955486887159,-7.39170506912442
304,2007-12-08,-4.49615638040852,304,3,1.18076669651456,-5.67692307692308
305,2007-12-09,-6.49615638040852,305,4,-6.16384868810083,-0.332307692307692
306,2007-12-10,-6.49615638040852,306,5,0.422305158053017,-6.91846153846154
307,2007-12-11,-6.49615638040852,307,6,0.377689773437632,-6.87384615384615
308,2007-12-12,-5.49615638040852,308,0,1.41782211421513,-6.91397849462366
309,2007-12-13,-3.49615638040852,309,1,0.863290624199773,-4.35944700460829
310,2007-12-14,-4.49615638040852,310,2,1.8955486887159,-6.39170506912442
311,2007-12-15,-5.49615638040852,311,3,1.18076669651456,-6.67692307692308
312,2007-12-16,-6.49615638040852,312,4,-6.16384868810083,-0.332307692307692
313,2007-12-17,-6.49615638040852,313,5,0.422305158053017,-6.91846153846154
314,2007-12-18,-4.49615638040852,314,6,0.377689773437632,-4.87384615384615
315,2007-12-19,-5.49615638040852,315,0,1.41782211421513,-6.91397849462366
316,2007-12-20,-5.49615638040852,316,1,0.863290624199773,-6.35944700460829
317,2007-12-21,-3.49615638040852,317,2,1.8955486887159,-5.39170506912442
318,2007-12-22,-6.49615638040852,318,3,1.18076669651456,-7.67692307692308
319,2007-12-23,-6.49615638040852,319,4,-6.16384868810083,-0.332307692307692
320,2007-12-24,-6.49615638040852,320,5,0.422305158053017,-6.91846153846154
321,2007-12-25,-6.49615638040852,321,6,0.377689773437632,-6.87384615384615
322,2007-12-26,-6.49615638040852,322,0,1.41782211421513,-7.91397849462366
323,2007-12-27,-6.49615638040852,323,1,0.863290624199773,-7.35944700460829
324,2007-12-28,-6.49615638040852,324,2,1.8955486887159,-8.39170506912442
325,2007-12-29,-6.49615638040852,325,3,1.18076669651456,-7.67692307692308
326,2007-12-30,-6.49615638040852,326,4,-6.16384868810083,-0.332307692307692
327,2007-12-31,-6.49615638040852,327,5,0.422305158053017,-6.91846153846154
328,2008-01-01,-6.49615638040852,328,6,0.377689773437632,-6.87384615384615
329,2008-01-02,-5.49615638040852,329,0,1.41782211421513,-6.91397849462366
330,2008-01-03,-6.49615638040852,330,1,0.863290624199773,-7.35944700460829
331,2008-01-04,-6.49615638040852,331,2,1.8955486887159,-8.39170506912442
332,2008-01-05,-6.49615638040852,332,3,1.18076669651456,-7.67692307692308
333,2008-01-06,-6.49615638040852,333,4,-6.16384868810083,-0.332307692307692
334,2008-01-07,-6.49615638040852,334,5,0.422305158053017,-6.91846153846154
335,2008-01-08,-6.49615638040852,335,6,0.377689773437632,-6.87384615384615
336,2008-01-09,-6.49615638040852,336,0,1.41782211421513,-7.91397849462366
337,2008-01-10,-6.49615638040852,337,1,0.863290624199773,-7.35944700460829
338,2008-01-11,-6.49615638040852,338,2,1.8955486887159,-8.39170506912442
339,2008-01-12,-6.49615638040852,339,3,1.18076669651456,-7.67692307692308
340,2008-01-13,-6.49615638040852,340,4,-6.16384868810083,-0.332307692307692
341,2008-01-14,-5.49615638040852,341,5,0.422305158053017,-5.91846153846154
342,2008-01-15,-4.49615638040852,342,6,0.377689773437632,-4.87384615384615
343,2008-01-16,-6.49615638040852,343,0,1.41782211421513,-7.91397849462366
344,2008-01-17,-3.49615638040852,344,1,0.863290624199773,-4.35944700460829
345,2008-01-18,-5.49615638040852,345,2,1.8955486887159,-7.39170506912442
346,2008-01-19,-6.49615638040852,346,3,1.18076669651456,-7.67692307692308
347,2008-01-20,-6.49615638040852,347,4,-6.16384868810083,-0.332307692307692
348,2008-01-21,-5.49615638040852,348,5,0.422305158053017,-5.91846153846154
349,2008-01-22,-6.49615638040852,349,6,0.377689773437632,-6.87384615384615
350,2008-01-23,-5.49615638040852,350,0,1.41782211421513,-6.91397849462366
351,2008-01-24,-3.49615638040852,351,1,0.863290624199773,-4.35944700460829
352,2008-01-25,-6.49615638040852,352,2,1.8955486887159,-8.39170506912442
353,2008-01-26,-6.49615638040852,353,3,1.18076669651456,-7.67692307692308
354,2008-01-27,-6.49615638040852,354,4,-6.16384868810083,-0.332307692307692
355,2008-01-28,-6.49615638040852,355,5,0.422305158053017,-6.91846153846154
